Creature	Name	Item retained	Remove style
gzombie	I had some more questions about Kuldahar.	rndtre08	Items
hacton	Acton Balthis	rndtre08	Slots
hacton	Acton Balthis	rndtre08	Items
hapip	Pip	rndtre07	Slots
hapip	Pip	rndtre07	Items
hawker01	Hawker	rndtre06	Slots
hawker01	Hawker	rndtre06	Items
hedorc1	Orc	rndtre07	Slots
hedorc1	Orc	rndtre07	Items
hedorc2	Orc	none	Slots
hedorc3	Orc	none	Slots
hedorc4	Orc	rndtre06	Slots
hedorc4	Orc	rndtre06	Items
hedorc5	Orc	rndtre06	Slots
hedorc5	Orc	rndtre06	Items
hedorc6	Orc	rndtre06	Slots
hedorc6	Orc	rndtre06	Items
hendak	Hendak	rndtre07	Slots
hendak	Hendak	rndtre07	Items
hgkar01	Karthis al-Hezzar	rndtre07	Slots
hgkar01	Karthis al-Hezzar	rndtre07	Items
hgnya01	Nyalee	none	Slots
hgsal01	Fire Salamander	none	Slots
hgwar01	Fire Giant	rndtre08	Slots
hgwar01	Fire Giant	rndtre08	Items
hgwar02	Elite Fire Giant	rndtre08	Slots
hgwar02	Elite Fire Giant	rndtre08	Items
hist1	Historian	rndtre06	Slots
hist1	Historian	rndtre06	Items
hlfight	Fighter	none	Slots
hobarc01	Hobgoblin Archer	rndtre08	Slots
hobarc01	Hobgoblin Archer	rndtre08	Items
hobarc02	Hobgoblin Archer	rndtre08	Slots
hobarc02	Hobgoblin Archer	rndtre08	Items
hobarc03	Hobgoblin Archer	none	Slots
hobcap01	Hobgoblin Captain	rndtre07	Slots
hobcap01	Hobgoblin Captain	rndtre07	Items
hobeli01	Hobgoblin Elite	rndtre08	Slots
hobeli01	Hobgoblin Elite	rndtre08	Items
hobgo2	Hobgoblin	none	Slots
hobgo3	Hobgoblin	rndtre07	Slots
hobgo3	Hobgoblin	rndtre07	Items
hobgo4	Hobgoblin	none	Slots
hobgo6	Hobgoblin	rndtre07	Slots
hobgo6	Hobgoblin	rndtre07	Items
hobgob01	Gerg	none	Slots
hobgob03	Hobgoblin	rndtre07	Slots
hobgob03	Hobgoblin	rndtre07	Items
hobgob04	Hobgoblin	rndtre07	Slots
hobgob04	Hobgoblin	rndtre07	Items
hobgob05	Hobgoblin	rndtre07	Slots
hobgob05	Hobgoblin	rndtre07	Items
hobgod	Hobgoblin	rndtre07	Slots
hobgod	Hobgoblin	rndtre07	Items
hobwar01	Hobgoblin Warrior	rndtre07	Slots
hobwar01	Hobgoblin Warrior	rndtre07	Items
horsesal	Trader	rndtre07	Slots
horsesal	Trader	rndtre07	Items
icebeard	Thorin Icebeard	none	Slots
icgob03	Goblin	rndtre06	Slots
icgob03	Goblin	rndtre06	Items
icgob04	Goblin Captain	rndtre06	Slots
icgob04	Goblin Captain	rndtre06	Items
icliz01	Lizard Man	rndtre06	Slots
icliz01	Lizard Man	rndtre06	Items
icliz02	Gorkale	rndtre06	Slots
icliz02	Gorkale	rndtre06	Items
icliz03	Lizard Man	none	Slots
icliz03	Lizard Man	none	Items
icliz04	Lizard Man	rndtre06	Slots
icliz04	Lizard Man	rndtre06	Items
icliz05	Lizard Man	none	Slots
icliz05	Lizard Man	none	Items
icliz06	Lizard Man	rndtre06	Slots
icliz06	Lizard Man	rndtre06	Items
icliz07	Lizard Man	none	Slots
idemon01	Cambion	rndtre07	Slots
idemon01	Cambion	rndtre07	Items
imnbook1	Book Merchant	rndtre07	Slots
imnbook1	Book Merchant	rndtre07	Items
innwen	Tavern Wench	none	Slots
iwdgob2	Goblin Captain	none	Slots
j#falpal	Fallen Paladin	rndtre07	Slots
j#falpal	Fallen Paladin	rndtre07	Items
j#im8wif	Lillian	none	Slots
j#kasset	Kassetha	rndtre08	Slots
j#kasset	Kassetha	rndtre08	Items
j#morrid	Morridhan	rndtre08	Slots
j#morrid	Morridhan	rndtre08	Items
j#pura	Pura Parteth	rndtre08	Slots
j#pura	Pura Parteth	rndtre08	Items
j#rumil	Rumil	rndtre07	Slots
j#rumil	Rumil	rndtre07	Items
jade2	Thenry	rndtre08	Slots
jade2	Thenry	rndtre08	Items
jaga1	Bessen	rndtre08	Slots
jaga1	Bessen	rndtre08	Items
jahei2	Harper	rndtre08	Slots
jahei2	Harper	rndtre08	Items
jarev2	Harper	rndtre08	Slots
jarev2	Harper	rndtre08	Items
jenavi	Jenavieve	rndtre07	Slots
jenavi	Jenavieve	rndtre07	Items
jugcol01	Colette	none	Slots
jugdar01	Daar	rndtre06	Slots
jugdar01	Daar	rndtre06	Items
jzdad1	Aerie's Father	rndtre07	Slots
jzdad1	Aerie's Father	rndtre07	Items
jzhawker	Hawker	rndtre06	Slots
jzhawker	Hawker	rndtre06	Items
jzmaria	Lady Maria	rndtre06	Slots
jzmaria	Lady Maria	rndtre06	Items
jzrumar	Rumar	rndtre07	Slots
jzrumar	Rumar	rndtre07	Items
jzwilly	Sir William of Thorpe	rndtre06	Slots
jzwilly	Sir William of Thorpe	rndtre06	Items
k#orc	Orog	none	Slots
kaysmg01	Rindus	rndtre07	Slots
kaysmg01	Rindus	rndtre07	Items
kessen	Kessen	rndtre06	Slots
kessen	Kessen	rndtre06	Items
khellor	Khellor Ahmson	rndtre06	Slots
khellor	Khellor Ahmson	rndtre06	Items
kindast	Kindast	none	Slots
kobcap01	Kobold Captain	rndtre08	Slots
kobcap01	Kobold Captain	rndtre08	Items
kobscr01	Kobold Scribe	rndscr03	Slots
kobscr01	Kobold Scribe	rndscr03	Items
korpim	Pimlico	rndtre07	Slots
korpim	Pimlico	rndtre07	Items
kpbutl01	Metigo the Butler	rndtre06	Slots
kpbutl01	Metigo the Butler	rndtre06	Items
kpcapt01	Captain Arat	rndtre06	Slots
kpcapt01	Captain Arat	rndtre06	Items
kpcapt02	Captain Cernick	none	Slots
kpcapt03	Captain Cernick	rndtre07	Slots
kpcapt03	Captain Cernick	rndtre07	Items
kpdomo01	Major Domo	rndtre06	Slots
kpdomo01	Major Domo	rndtre06	Items
kpglai04	Gorvin	rndtre06	Slots
kpglai04	Gorvin	rndtre06	Items
kpgrd01	Lastin	rndtre06	Slots
kpgrd01	Lastin	rndtre06	Items
kplend01	Moneylender	rndtre06	Slots
kplend01	Moneylender	rndtre06	Items
kpsold01	Hendron	rndtre06	Slots
kpsold01	Hendron	rndtre06	Items
kpsold06	de'Arnise Guard	none	Slots
krdualwf	Fighter	rndtre07	Slots
krdualwf	Fighter	rndtre07	Items
krfight	Fighter	none	Slots
kuoarc20	Kuo-Toa Archer	none	Slots
kuocap01	Kuo-Toa Captain	rndtre08	Slots
kuocap01	Kuo-Toa Captain	rndtre08	Items
kuocle20	Kuo-Toa Captain	rndtre08	Slots
kuocle20	Kuo-Toa Captain	rndtre08	Items
kuolie01	Kuo-Toa Lieutenant	rndtre08	Slots
kuolie01	Kuo-Toa Lieutenant	rndtre08	Items
kuomag01	Kuo-Toa Wizard	none	Slots
kuomon01	Kuo-Toa Monitor	rndtre08	Slots
kuomon01	Kuo-Toa Monitor	rndtre08	Items
kuopri01	Kuo-Toa Priest	rndtre08	Slots
kuopri01	Kuo-Toa Priest	rndtre08	Items
kuorc	Orog	rndtre07	Slots
kuorc	Orog	rndtre07	Items
kuowar20	Kuo-Toa Warrior	rndtre08	Slots
kuowar20	Kuo-Toa Warrior	rndtre08	Items
kuowhi01	Kuo-Toa Whip	none	Slots
lacedo01	Lacedon	rndtre08	Slots
lacedo01	Lacedon	rndtre08	Items
landlord	Landlord	rndtre07	Slots
landlord	Landlord	rndtre07	Items
lando	Lando	rndtre07	Slots
lando	Lando	rndtre07	Items
laron1	Laron	rndtre07	Slots
laron1	Laron	rndtre07	Items
lavok01	Lavok	rndtre08	Slots
lavok01	Lavok	rndtre08	Items
leander	Leander	rndtre08	Slots
leander	Leander	rndtre08	Items
lester	Uncle Lester	none	Slots
lizdead	Lizard Man	none	Slots
lizdead	Lizard Man	none	Items
lizking	Lizardman King	rndtre06	Slots
lizking	Lizardman King	rndtre06	Items
lk#xwz1	Drow Wizard	rndtre08	Slots
lk#xwz1	Drow Wizard	rndtre08	Items
m#ygspm1	Ymmyrt's Guard	rndtre06	Slots
m#ygspm1	Ymmyrt's Guard	rndtre06	Items
m#ygspm2	Ymmyrt's Guard	rndtre06	Slots
m#ygspm2	Ymmyrt's Guard	rndtre06	Items
m#ygspm3	Ymmyrt's Guard	none	Slots
m#ygspm4	Ymmyrt's Guard	rndtre06	Slots
m#ygspm4	Ymmyrt's Guard	rndtre06	Items
m#ygspm5	Ymmyrt's Guard	rndtre06	Slots
m#ygspm5	Ymmyrt's Guard	rndtre06	Items
m#ygswm1	Ymmyrt's Guard	none	Slots
m#yguna1	Ymmyrt's Guard	rndtre06	Slots
m#yguna1	Ymmyrt's Guard	rndtre06	Items
madam	Madam Nin	rndtre08	Slots
madam	Madam Nin	rndtre08	Items
maenc01	Ogre Mage	rndtre08	Slots
maenc01	Ogre Mage	rndtre08	Items
maenc02	Ogre	rndtre08	Slots
maenc02	Ogre	rndtre08	Items
maenc03	Ogrillon	rndtre07	Slots
maenc03	Ogrillon	rndtre07	Items
mage18a	Cowled Wizard	rndtre08	Slots
mage18a	Cowled Wizard	rndtre08	Items
mage18z	Zallanora	none	Slots
marcus	Marcus	rndtre06	Slots
marcus	Marcus	rndtre06	Items
maria	Lady Maria	rndtre06	Slots
maria	Lady Maria	rndtre06	Items
matrim	Matrim	rndtre08	Slots
matrim	Matrim	rndtre08	Items
maydobr	Mayor Dobrine	rndtre07	Slots
maydobr	Mayor Dobrine	rndtre07	Items
mekimp01	Imp	rndtre06	Slots
mekimp01	Imp	rndtre06	Items
mekrat	Mekrath	rndtre08	Slots
mekrat	Mekrath	rndtre08	Items
merchant	Bel Dalemark	rndtre06	Slots
merchant	Bel Dalemark	rndtre06	Items
messen	Flydian	rndtre06	Slots
messen	Flydian	rndtre06	Items
mgass01	Sergeant Natula	none	Slots
mgass02	Tyrian	rndtre06	Slots
mgass02	Tyrian	rndtre06	Items
mgass03	Vilhelm	rndtre06	Slots
mgass03	Vilhelm	rndtre06	Items
mgcwe00	Cowled Enforcer	none	Slots
mgket01	Lord Ketlaar Argrim	rndtre06	Slots
mgket01	Lord Ketlaar Argrim	rndtre06	Items
mimic01	Killer Mimic	rndtre08	Slots
mimic01	Killer Mimic	rndtre08	Items
minodar1	Minion of Darkness	none	Slots
minodar2	Minion of Darkness	none	Slots
mirlanda	Mirlanda	rndtre08	Slots
mirlanda	Mirlanda	rndtre08	Items
mistcd01	Crimson Death	rndtre08	Slots
mistcd01	Crimson Death	rndtre08	Items
mistho01	Mist Horror	rndtre08	Slots
mistho01	Mist Horror	rndtre08	Items
mistpo01	Poison Mist	rndtre08	Slots
mistpo01	Poison Mist	rndtre08	Items
mistva01	Vampiric Mist	rndtre08	Slots
mistva01	Vampiric Mist	rndtre08	Items
mistwa01	Wandering Horror	rndtre08	Slots
mistwa01	Wandering Horror	rndtre08	Items
mourner2	Mourner	rndtre06	Slots
mourner2	Mourner	rndtre06	Items
mourner4	Maggie	rndtre07	Slots
mourner4	Maggie	rndtre07	Items
mourner7	Risa	rndtre06	Slots
mourner7	Risa	rndtre06	Items
msold01	Mercenary	rndtre06	Slots
msold01	Mercenary	rndtre06	Items
mtown6	Commoner	none	Slots
mugger1	Shady Character	rndtre07	Slots
mugger1	Shady Character	rndtre07	Items
mumgre01	Greater Mummy	none	Slots
mummy01	Mummy	rndtre08	Slots
mummy01	Mummy	rndtre08	Items
myband1	Trained Bandit	none	Slots
mymugg1	Trained Mugger	rndtre06	Slots
mymugg1	Trained Mugger	rndtre06	Items
mymugg2	Trained Mugger	rndtre06	Slots
mymugg2	Trained Mugger	rndtre06	Items
mythug	Trained Thug	rndtre06	Slots
mythug	Trained Thug	rndtre06	Items
nanny	Nanny	rndtre06	Slots
nanny	Nanny	rndtre06	Items
nevm1	Wight	rndtre08	Slots
nevm1	Wight	rndtre08	Items
nmonk	Nakanishi Acolyte	rndtre08	Slots
nmonk	Nakanishi Acolyte	rndtre08	Items
noble1	Nobleman	none	Slots
noble2	Nobleman	rndtre07	Slots
noble2	Nobleman	rndtre07	Items
noblem1	Nobleman	rndtre06	Slots
noblem1	Nobleman	rndtre06	Items
noblem2	Nobleman	rndtre07	Slots
noblem2	Nobleman	rndtre07	Items
noblem3	Lord Ophal	rndtre08	Slots
noblem3	Lord Ophal	rndtre08	Items
noblew1	Noblewoman	rndtre06	Slots
noblew1	Noblewoman	rndtre06	Items
noblew2	Noblewoman	rndtre08	Slots
noblew2	Noblewoman	rndtre08	Items
noblew3	Lady Ophal	rndtre08	Slots
noblew3	Lady Ophal	rndtre08	Items
nscom001	Barkeep	none	Slots
nsflower	Hana	rndtre01	Slots
nsflower	Hana	rndtre01	Items
nsmage01	Young Mage	rndtre08	Slots
nsmage01	Young Mage	rndtre08	Items
nsprey01	Lord Reginald	rndtre06	Slots
nsprey01	Lord Reginald	rndtre06	Items
nstief02	Tiefling	rndtre08	Slots
nstief02	Tiefling	rndtre08	Items
ntdemon	Doomsayer	rndtre08	Slots
ntdemon	Doomsayer	rndtre08	Items
nthells1	Fire Salamander	none	Slots
nthells2	Humbaba	none	Slots
nthellsa	Oogoor	rndtre08	Slots
nthellsa	Oogoor	rndtre08	Items
nthobgod	Hobgod	rndtre07	Slots
nthobgod	Hobgod	rndtre07	Items
o!gobl	Jerry	rndtre07	Slots
o!gobl	Jerry	rndtre07	Items
o#crchri	Chris	none	Slots
o#crlah	Lahar Feenick	rndtre06	Slots
o#crlah	Lahar Feenick	rndtre06	Items
o#crsoph	Lady Sofia	rndtre08	Slots
o#crsoph	Lady Sofia	rndtre08	Items
o#crstg1	Thug	rndtre06	Slots
o#crstg1	Thug	rndtre06	Items
o#crstg2	Thug	none	Slots
o#damir	Lord Damir	rndtre06	Slots
o#damir	Lord Damir	rndtre06	Items
o#khagg	Khaggoth	none	Slots
o#thadd	Lord Thaddeus Leoncourt	rndtre06	Slots
o#thadd	Lord Thaddeus Leoncourt	rndtre06	Items
oenmage1	Mage	rndtre06	Slots
oenmage1	Mage	rndtre06	Items
oenmage2	Battle Mage	rndtre06	Slots
oenmage2	Battle Mage	rndtre06	Items
oenmage3	Battle Mage	rndtre06	Slots
oenmage3	Battle Mage	rndtre06	Items
ogre01	Ogre	rndtre08	Slots
ogre01	Ogre	rndtre08	Items
ogregr_a	Ogrillon	rndtre07	Slots
ogregr_a	Ogrillon	rndtre07	Items
ogregr1	Ogrillon	none	Slots
ogregr2	Ogrillon	rndtre07	Slots
ogregr2	Ogrillon	rndtre07	Items
ogregr3	Ogrillon	rndtre07	Slots
ogregr3	Ogrillon	rndtre07	Items
ogregr4	Ogrillon	rndtre07	Slots
ogregr4	Ogrillon	rndtre07	Items
ogreha_a	Half Ogre	rndtre07	Slots
ogreha_a	Half Ogre	rndtre07	Items
ogreha_c	Half Ogre	rndtre07	Slots
ogreha_c	Half Ogre	rndtre07	Items
ogreha_d	Half Ogre	rndtre07	Slots
ogreha_d	Half Ogre	rndtre07	Items
ogreha_e	Half Ogre	rndtre07	Slots
ogreha_e	Half Ogre	rndtre07	Items
ogreha1	Half Ogre	rndtre07	Slots
ogreha1	Half Ogre	rndtre07	Items
ogreha2	Half Ogre	rndtre07	Slots
ogreha2	Half Ogre	rndtre07	Items
ogreha3	Half Ogre	rndtre07	Slots
ogreha3	Half Ogre	rndtre07	Items
ogreha4	Half Ogre	none	Slots
ogreha5	Half Ogre	rndtre07	Slots
ogreha5	Half Ogre	rndtre07	Items
ogrelesu	Ogrillon	rndtre08	Slots
ogrelesu	Ogrillon	rndtre08	Items
ogrema01	Ogre Mage	rndtre08	Slots
ogrema01	Ogre Mage	rndtre08	Items
ogresu	Ogre	rndtre08	Slots
ogresu	Ogre	rndtre08	Items
ogrhal01	Half Ogre	rndtre08	Slots
ogrhal01	Half Ogre	rndtre08	Items
ogrill01	Ogrillon	rndtre08	Slots
ogrill01	Ogrillon	rndtre08	Items
ogrmag01	Ogre Mage	rndtre08	Slots
ogrmag01	Ogre Mage	rndtre08	Items
olmwar40	Olmar's Warrior	none	Slots
olmwar41	Olmar's Warrior	none	Slots
olmwar42	Elite Warrior	rndtre01	Slots
olmwar42	Elite Warrior	rndtre01	Items
olmwar43	Elite Warrior	rndtre07	Slots
olmwar43	Elite Warrior	rndtre07	Items
olmwar44	Elite Captain	rndtre07	Slots
olmwar44	Elite Captain	rndtre07	Items
olmwar45	Olmar's Warrior	rndtre07	Slots
olmwar45	Olmar's Warrior	rndtre07	Items
olmwar46	Elite Warrior	rndtre07	Slots
olmwar46	Elite Warrior	rndtre07	Items
olmwar47	Elite Warrior	rndtre01	Slots
olmwar47	Elite Warrior	rndtre01	Items
olmwar51	Olmar's Warrior	none	Slots
olmwar52	Olmar's Warrior	rndtre07	Slots
olmwar52	Olmar's Warrior	rndtre07	Items
olmwar53	Olmar's Warrior	rndtre07	Slots
olmwar53	Olmar's Warrior	rndtre07	Items
olmwar54	Olmar's Warrior	rndtre07	Slots
olmwar54	Olmar's Warrior	rndtre07	Items
olmwar55	Olmar's Warrior	rndtre07	Slots
olmwar55	Olmar's Warrior	rndtre07	Items
olmwar56	Olmar's Warrior	rndtre07	Slots
olmwar56	Olmar's Warrior	rndtre07	Items
olmwar57	Olmar's Warrior	rndtre07	Slots
olmwar57	Olmar's Warrior	rndtre07	Items
olmwar58	Olmar's Warrior	rndtre07	Slots
olmwar58	Olmar's Warrior	rndtre07	Items
olmwar59	Olmar's Warrior	rndtre07	Slots
olmwar59	Olmar's Warrior	rndtre07	Items
olmwar60	Elite Warrior	rndtre01	Slots
olmwar60	Elite Warrior	rndtre01	Items
olmwar61	Elite Warrior	rndtre01	Slots
olmwar61	Elite Warrior	rndtre01	Items
olmwar62	Elite Warrior	rndtre01	Slots
olmwar62	Elite Warrior	rndtre01	Items
olmwar63	Elite Warrior	rndtre01	Slots
olmwar63	Elite Warrior	rndtre01	Items
olmwar64	Elite Warrior	rndtre01	Slots
olmwar64	Elite Warrior	rndtre01	Items
olmwar65	Elite Warrior	rndtre07	Slots
olmwar65	Elite Warrior	rndtre07	Items
olmwar66	Elite Warrior	rndtre07	Slots
olmwar66	Elite Warrior	rndtre07	Items
olmwar67	Elite Warrior	rndtre07	Slots
olmwar67	Elite Warrior	rndtre07	Items
olmwar68	Elite Warrior	rndtre07	Slots
olmwar68	Elite Warrior	rndtre07	Items
olmwar69	Elite Warrior	rndtre07	Slots
olmwar69	Elite Warrior	rndtre07	Items
orc01	Orc	rndtre08	Slots
orc01	Orc	rndtre08	Items
orc02	Orc Archer	rndtre08	Slots
orc02	Orc Archer	rndtre08	Items
orc03	Orc Priest	rndtre08	Slots
orc03	Orc Priest	rndtre08	Items
orc04	Orc Mage	none	Slots
orc05	Orog	rndtre07	Slots
orc05	Orog	rndtre07	Items
orc06	Orog	rndtre08	Slots
orc06	Orog	rndtre08	Items
orc07	Orog Leader	rndtre07	Slots
orc07	Orog Leader	rndtre07	Items
orc10	Orc	none	Slots
orcded	<Invalid Strref -1>	none	Slots
orcsum	Orc	rndtre07	Slots
orcsum	Orc	rndtre07	Items
oriana	Oriana	rndtre06	Slots
oriana	Oriana	rndtre06	Items
outorc1	Elite Orc Leader	rndtre06	Slots
outorc1	Elite Orc Leader	rndtre06	Items
outorc5	Elite Orc Archer	none	Slots
p#neiros	Neiros Gellantara	rndtre07	Slots
p#neiros	Neiros Gellantara	rndtre07	Items
parmonk	Mahar	none	Slots
parthf	Alnarow	rndtre06	Slots
parthf	Alnarow	rndtre06	Items
pashtrav	Pasha Khazun	rndtre06	Slots
pashtrav	Pasha Khazun	rndtre06	Items
pbhunt01	Aawill	none	Slots
pdwarf01	Dwarf Thrall	rndtre07	Slots
pdwarf01	Dwarf Thrall	rndtre07	Items
pgulga	Ulga	rndtre06	Slots
pgulga	Ulga	rndtre06	Items
pibble	Pibble	rndtre07	Slots
pibble	Pibble	rndtre07	Items
pibble2	Pibble	rndtre07	Slots
pibble2	Pibble	rndtre07	Items
pirbob01	Captn' Bob Holmes	rndtre06	Slots
pirbob01	Captn' Bob Holmes	rndtre06	Items
pircor02	Ginia	rndtre06	Slots
pircor02	Ginia	rndtre06	Items
pirdoc01	Dockhand	rndtre06	Slots
pirdoc01	Dockhand	rndtre06	Items
pirfsh01	Fisherman	rndtre06	Slots
pirfsh01	Fisherman	rndtre06	Items
pirfsh02	Fishwife	rndtre06	Slots
pirfsh02	Fishwife	rndtre06	Items
pirpir05	Chremy	none	Slots
pirpir12	Pirate Newf	rndtre06	Slots
pirpir12	Pirate Newf	rndtre06	Items
pkagal	Agal	rndtre08	Slots
pkagal	Agal	rndtre08	Items
pkagalb	Agal	none	Slots
pkfatty1	Branthor	none	Slots
pkfatty2	Dindil	rndtre07	Slots
pkfatty2	Dindil	rndtre07	Items
pkfatxy2	Dindil	rndtre07	Slots
pkfatxy2	Dindil	rndtre07	Items
pkgard1	Horkvar	rndtre08	Slots
pkgard1	Horkvar	rndtre08	Items
pkgard2	Guard	rndtre08	Slots
pkgard2	Guard	rndtre08	Items
pkhohom1	Kroldhir	rndtre08	Slots
pkhohom1	Kroldhir	rndtre08	Items
pkhohom2	Fjord	rndtre08	Slots
pkhohom2	Fjord	rndtre08	Items
pkhohom3	Bjodlaug	rndtre08	Slots
pkhohom3	Bjodlaug	rndtre08	Items
pkmarcus	Marcus	none	Slots
pkmess	Rane	rndtre08	Slots
pkmess	Rane	rndtre08	Items
pkmess2	Rane	rndtre08	Slots
pkmess2	Rane	rndtre08	Items
pkorfa	Orfa	rndtre08	Slots
pkorfa	Orfa	rndtre08	Items
pkstore1	Deneron	none	Slots
pkstore2	Carval	rndtre07	Slots
pkstore2	Carval	rndtre07	Items
plfarm05	Pardo	rndtre06	Slots
plfarm05	Pardo	rndtre06	Items
plfarm06	Moreno	rndtre06	Slots
plfarm06	Moreno	rndtre06	Items
plshhg01	Hobgoblin Slayer	rndtre07	Slots
plshhg01	Hobgoblin Slayer	rndtre07	Items
plshom01	Ogre Mage	rndtre08	Slots
plshom01	Ogre Mage	rndtre08	Items
plybass	Lesser Basilisk	rndtre08	Slots
plybass	Lesser Basilisk	rndtre08	Items
plyflind	Flind	rndtre08	Slots
plyflind	Flind	rndtre08	Items
plyogre	Ogre	rndtre08	Slots
plyogre	Ogre	rndtre08	Items
plysala	Fire Salamander	rndtre08	Slots
plysala	Fire Salamander	rndtre08	Items
postul2	Commoner	rndtre06	Slots
postul2	Commoner	rndtre06	Items
postul6	Nobleman	rndtre06	Slots
postul6	Nobleman	rndtre06	Items
potselca	Potion Seller	rndtre07	Slots
potselca	Potion Seller	rndtre07	Items
ppgirl2	Cayia	rndtre06	Slots
ppgirl2	Cayia	rndtre06	Items
pplackey	Pirate	rndtre06	Slots
pplackey	Pirate	rndtre06	Items
ppldr01	Pirate Leader	none	Slots
pptown4	Peasant	rndtre06	Slots
pptown4	Peasant	rndtre06	Items
prengoon	Prenash's Soldier	rndtre06	Items
psadv02	Adventurer	rndtre06	Slots
psadv02	Adventurer	rndtre06	Items
psdmad02	Pompous Adventurer's Sidekick	none	Slots
psdmad03	Pompous Adventurer's Sidekick	rndtre06	Slots
psdmad03	Pompous Adventurer's Sidekick	rndtre06	Items
pspain	Pain Elemental	rndtre08	Slots
pspain	Pain Elemental	rndtre08	Items
psqtpa1	Wraith	rndtre06	Slots
psqtpa1	Wraith	rndtre06	Items
psqtpa2	Wraith	none	Slots
psqtpa3	Wraith	rndtre06	Slots
psqtpa3	Wraith	rndtre06	Items
purang	Purang Berserker	rndtre08	Slots
purang	Purang Berserker	rndtre08	Items
qloot3	Chobenhair	rndtre08	Slots
qloot3	Chobenhair	rndtre08	Items
radeel	Radeel	rndtre06	Slots
radeel	Radeel	rndtre06	Items
ragefa	Ragefast	rndtre01	Slots
ragefa	Ragefast	rndtre01	Items
re_ilona	Ilona	none	Slots
redilav	Dilav	rndtre06	Slots
redilav	Dilav	rndtre06	Items
reedle	Reedle	rndtre07	Slots
reedle	Reedle	rndtre07	Items
reevor	Reevor	rndmag06	Slots
reevor	Reevor	rndmag06	Items
reevor2	Reevor	rndmag06	Slots
reevor2	Reevor	rndmag06	Items
remorhaz	Abishai	rndtre06	Slots
remorhaz	Abishai	rndtre06	Items
remorle	Abishai Leader	none	Slots
renfeld	Renfeld	rndtre06	Slots
renfeld	Renfeld	rndtre06	Items
renfield	Renfeld	rndtre06	Slots
renfield	Renfeld	rndtre06	Items
rengaa	Rengaard	rndtre08	Slots
rengaa	Rengaard	rndtre08	Items
rethie02	Slaver	rndtre06	Slots
rethie02	Slaver	rndtre06	Items
riatgate	Gatesman	rndtre07	Slots
riatgate	Gatesman	rndtre07	Items
rigen01	Lord Igen Tombelthen	none	Slots
rock	Rock	none	Slots
roend	Roend	none	Slots
rorca01	Orc Archer	rndtre07	Slots
rorca01	Orc Archer	rndtre07	Items
rorcl01	Orog Leader	rndtre07	Slots
rorcl01	Orog Leader	rndtre07	Items
rorcs01	Orog	rndtre07	Slots
rorcs01	Orog	rndtre07	Items
rskel02	Skeleton Warrior	rndtre08	Slots
rskel02	Skeleton Warrior	rndtre08	Items
rskel03	Skeleton	rndtre07	Slots
rskel03	Skeleton	rndtre07	Items
rumar	Rumar	rndtre07	Slots
rumar	Rumar	rndtre07	Items
sacorc01	Gorrek	none	Slots
sacorc02	Orc Archer	rndtre07	Slots
sacorc02	Orc Archer	rndtre07	Items
sacorc05	Orc	rndtre07	Slots
sacorc05	Orc	rndtre07	Items
sacorc06	Orc Archer	rndtre07	Slots
sacorc06	Orc Archer	rndtre07	Items
sacorc10	Orc	rndtre07	Slots
sacorc10	Orc	rndtre07	Items
sacorc9	Orc Archer	none	Slots
sahangu	Anguiliian	none	Slots
sahlace	Lacedon	rndtre08	Slots
sahlace	Lacedon	rndtre08	Items
sahzom01	Sea Zombie Lord	none	Slots
salvanas	Salvanas	rndtre07	Slots
salvanas	Salvanas	rndtre07	Items
samia	Samia	rndtre07	Slots
samia	Samia	rndtre07	Items
scdur	Unger Hilldark	none	Slots
scljyss	Lady Jysstev	rndtre06	Slots
scljyss	Lady Jysstev	rndtre06	Items
scqar	Qar Jysstev	rndtre06	Slots
scqar	Qar Jysstev	rndtre06	Items
scroll01	Lady Yuth	rndtre06	Slots
scroll01	Lady Yuth	rndtre06	Items
scsarles	Sir Sarles	none	Slots
senorc01	Derro Berserker	none	Slots
senorc02	Derro	rndtre07	Slots
senorc02	Derro	rndtre07	Items
senorc03	Derro Berserker	rndtre07	Slots
senorc03	Derro Berserker	rndtre07	Items
senorc04	Derro	none	Slots
sensmsp2	Orog	none	Slots
sevpat04	Smaeluv Orcslicer	rndtre08	Slots
sevpat04	Smaeluv Orcslicer	rndtre08	Items
sevpat05	Brennan Risling	rndtre08	Slots
sevpat05	Brennan Risling	rndtre08	Items
sewdue01	Duergar Sapper	rndtre08	Slots
sewdue01	Duergar Sapper	rndtre08	Items
sewdue02	Duergar Sapper	rndtre08	Slots
sewdue02	Duergar Sapper	rndtre08	Items
sewerm1	Quallo	none	Slots
sewrak01	Rakshasa	rndtre08	Slots
sewrak01	Rakshasa	rndtre08	Items
sewyag03	Elite Orog	rndtre08	Slots
sewyag03	Elite Orog	rndtre08	Items
shobsl01	Hobgoblin Slayer	rndtre07	Slots
shobsl01	Hobgoblin Slayer	rndtre07	Items
shop01	Mira	rndtre06	Slots
shop01	Mira	rndtre06	Items
shop02	Arnolinus	none	Slots
shop05	Perter	rndtre06	Slots
shop05	Perter	rndtre06	Items
shth01	Hanz	rndtre06	Slots
shth01	Hanz	rndtre06	Items
shth05	Joster	rndtre07	Slots
shth05	Joster	rndtre07	Items
shthass1	Ama	rndtre08	Slots
shthass1	Ama	rndtre08	Items
shthdr01	Brannel	rndtre06	Slots
